funcid,dim,milestone,error
14,10,90,4.252141e+01
14,10,100,4.237157e+01
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.597868e+02
14,10,10,1.595295e+02
14,10,20,1.589870e+02
14,10,30,1.589706e+02
14,10,40,1.589341e+02
14,10,50,1.589212e+02
14,10,60,1.589177e+02
14,10,70,8.470683e+01
14,10,80,4.848800e+01
14,10,90,4.252141e+01
14,10,100,4.237157e+01
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.597868e+02
14,10,10,1.595295e+02
14,10,20,1.589870e+02
14,10,30,1.589706e+02
14,10,40,1.589341e+02
14,10,50,1.589212e+02
14,10,60,1.589177e+02
14,10,70,8.470683e+01
14,10,80,4.848800e+01
14,10,90,4.252141e+01
14,10,100,4.237157e+01
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.597868e+02
14,10,10,1.595295e+02
14,10,20,1.589870e+02
14,10,30,1.589706e+02
14,10,40,1.589341e+02
14,10,50,1.589212e+02
14,10,60,1.589177e+02
14,10,70,8.470683e+01
14,10,80,4.848800e+01
14,10,90,4.252141e+01
14,10,100,4.237157e+01
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.597868e+02
14,10,10,1.595295e+02
14,10,20,1.589870e+02
14,10,30,1.589706e+02
14,10,40,1.589341e+02
14,10,50,1.589212e+02
14,10,60,1.589177e+02
14,10,70,8.470683e+01
14,10,80,4.848800e+01
14,10,90,4.252141e+01
14,10,100,4.237157e+01
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
14,10,1,5.166138e+02
14,10,2,1.602479e+02
14,10,3,1.602479e+02
14,10,5,1.598770e+02
14,10,10,1.590105e+02
14,10,20,1.588289e+02
14,10,30,1.588167e+02
14,10,40,1.588100e+02
14,10,50,1.588071e+02
14,10,60,1.588025e+02
14,10,70,1.587903e+02
14,10,80,1.582161e+02
14,10,90,1.125443e+02
14,10,100,1.106726e+02
