funcid,dim,milestone,error
28,30,30,4.206826e+02
28,30,40,4.160757e+02
28,30,50,4.153995e+02
28,30,60,4.148280e+02
28,30,70,4.142779e+02
28,30,80,4.136938e+02
28,30,90,4.131188e+02
28,30,100,4.125784e+02
28,30,1,2.802795e+03
28,30,2,2.176582e+03
28,30,3,1.528652e+03
28,30,5,1.139202e+03
28,30,10,6.136374e+02
28,30,20,4.626542e+02
28,30,30,4.206826e+02
28,30,40,4.160757e+02
28,30,50,4.153995e+02
28,30,60,4.148280e+02
28,30,70,4.142779e+02
28,30,80,4.136938e+02
28,30,90,4.131188e+02
28,30,100,4.125784e+02
28,30,1,2.802795e+03
28,30,2,2.176582e+03
28,30,3,1.528652e+03
28,30,5,1.139202e+03
28,30,10,6.136374e+02
28,30,20,4.626542e+02
28,30,30,4.206826e+02
28,30,40,4.160757e+02
28,30,50,4.153995e+02
28,30,60,4.148280e+02
28,30,70,4.142779e+02
28,30,80,4.136938e+02
28,30,90,4.131188e+02
28,30,100,4.125784e+02
28,30,1,2.802795e+03
28,30,2,2.176582e+03
28,30,3,1.528652e+03
28,30,5,1.139202e+03
28,30,10,6.136374e+02
28,30,20,4.626542e+02
28,30,30,4.206826e+02
28,30,40,4.160757e+02
28,30,50,4.153995e+02
28,30,60,4.148280e+02
28,30,70,4.142779e+02
28,30,80,4.136938e+02
28,30,90,4.131188e+02
28,30,100,4.125784e+02
28,30,1,2.802795e+03
28,30,2,2.176582e+03
28,30,3,1.528652e+03
28,30,5,1.139202e+03
28,30,10,6.136374e+02
28,30,20,4.626542e+02
28,30,30,4.206826e+02
28,30,40,4.160757e+02
28,30,50,4.153995e+02
28,30,60,4.148280e+02
28,30,70,4.142779e+02
28,30,80,4.136938e+02
28,30,90,4.131188e+02
28,30,100,4.125784e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
28,30,1,2.790459e+03
28,30,2,1.990434e+03
28,30,3,1.487978e+03
28,30,5,1.221962e+03
28,30,10,7.727865e+02
28,30,20,5.614377e+02
28,30,30,4.440041e+02
28,30,40,4.384009e+02
28,30,50,4.360166e+02
28,30,60,4.330066e+02
28,30,70,4.260008e+02
28,30,80,4.068193e+02
28,30,90,4.019492e+02
28,30,100,3.965983e+02
